step,wall_time,train_loss,val_loss
0,0.49,9.244280,
0,1.90,,9.244750
50,13.71,4.047836,
100,25.84,3.345387,
150,38.43,3.031289,
200,50.81,2.637087,
250,62.65,2.633822,
300,74.43,2.373961,
350,86.25,2.459933,
400,98.59,2.474509,
450,110.70,2.347902,
