step,wall_time,train_loss,val_loss
0,0.33,9.261960,
0,0.41,,9.244538
50,1.48,5.880781,
100,2.52,4.902009,
150,3.58,4.950231,
200,4.63,4.527881,
250,5.76,3.822901,
300,6.96,3.927948,
350,8.16,3.784891,
400,9.33,3.682099,
450,10.52,3.996125,
