step,wall_time,train_loss,val_loss
0,0.19,9.262878,
0,0.28,,9.266592
50,1.31,4.694138,
100,2.27,3.986510,
150,3.30,3.951971,
200,4.32,3.712343,
250,5.38,3.838207,
300,6.54,3.555507,
350,7.72,3.185251,
400,8.81,3.206856,
450,9.97,3.291831,
