step,wall_time,train_loss,val_loss
0,0.23,9.257289,
0,0.58,,9.257438
50,3.69,4.325904,
100,6.84,3.628540,
150,9.97,3.243763,
200,13.09,3.071752,
250,16.17,2.950464,
300,19.24,3.100086,
350,22.31,2.821748,
400,25.39,2.645359,
450,28.52,2.704614,
